,NH,RG
0,0.114467782,1.90006E-07
1,0.885532218,4.67609E-06
2,0,3.93493E-05
3,0,0.000220764
4,0,0.00093252
5,0,0.00316953
6,0,0.009029857
7,0,0.022183141
8,0,0.047989634
9,,0.092943652
10,,0.163381451
11,,0.263878575
12,,0.39622666
13,,0
14,,0
15,,0
16,,0
